site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,duplicate_of,status,similar_names
Gua Dompo,,,,,data/google-drive-pdfs/1431-Article Text-7111-2-10-20230212.pdf,20,"an Arkeologi Vol.5 No.2 (1 Desember 2021): 112 - 132 Website:http://journal.fib.uho.ac.id/index.php/sangia ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 99 untuk mengetahui tinggalan -tinggalan yang terdapat pada Situs Gua Dompo -Dompo yang menjadi permasalahan dalam penelitian. Adapun kesimpulan dalam penelitian ini adalah sebagai berikut : 1. Tinggalan -tinggalan yang terdapat pada Gua Dompo -Dompo yaitu, terdapat 8 temuan fragmen tembikar, d",Gua Dompo,duplicate,
Gua Kidang,,,,,data/google-drive-pdfs/1431-Article Text-7111-2-10-20230212.pdf,21,"Arkeologi, Volume 29, No.1, April 2016. Nurani, Indah Asikin, dkk. 2015. Gua Kidung, Hunian Kala Holosen di Das Solo. Majalah Arkeologi Vol. 24 No. 1, hlm. (13-24). Nurani, Indah Asikin, dkk. 2014. Sistem Kubur Penghuni Gua Kidang, Blora. Jurnal Berkala Arkeologi, Volume 34, No.1, Mei 2014. Sendana, Yanirsa Abigael. 2017. Tembikar Pada Gua Kuya di Desa Pondoa Kecamatan Wiwirano Kabupaten Konawe Utara Provinsi Sulawes i Tenggara. Skripsi S1. Fakul",Gua Kidang,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,2,"Jejak Hunian Gua Dudumunir di Pulau Arguni, di Wilayah Fakfak, Papua Barat-Bau Mene (149-164) Doi: 10.24832/nw.v17i2.525 150 merupakan sejarah baru untuk periodisasi penghunian (Prasetyo et al. 2004 ). Kabupaten Fakfak memiliki fisiografi kawasan",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,3,"dan jika dilihat dari kondisi gua-gua yang ditemukan sangat berpotensi untuk dijadikan sebagai hunian. Pada umumnya gua-gua yang ditemukan di kawasan ini cukup luas, dekat dengan sumber air dan pencahayaan cukup bagus. Gua Dudumunir di Pulau Arguni di Kabupaten Fakfak adalah salah satu gua yang diperkirakan pada masa lampau pernah digunakan sebagai tempat tinggal atau hunian. Hal ini dapat dilihat dari ruangan gua yang cukup luas, pencahayaan yang",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,4,"Jejak Hunian Gua Dudumunir di Pulau Arguni, di Wilayah Fakfak, Papua Barat-Bau Mene (149-164) Doi: 10.24832/nw.v17i2.525 152 koordinat 02°39'215"" Lintang Selatan (LS) dan 132°32'835"" Bujur Timur (BT), di sebelah utara dan barat berbatasan dengan",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,5,"Naditira Widya Vol. 17 No.2 Oktober-Balai Arkeologi Provinsi Kalimantan Selatan p-ISSN: 1410-0932; e-ISSN: 2548-4125 153 HASIL DAN PEMBAHASAN Kondisi Gua Dudumunir Posisi Gua Dudumunir berada di pinggir laut di Pulau Arguni, yang secara administrative terletak di Kampung Arguni, Distrik Kokas, di Kabupaten Fakfak. Kabupaten Fakfak terletak di Provinsi Papua Barat, yaitu antara koo",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,6,"Jejak Hunian Gua Dudumunir di Pulau Arguni, di Wilayah Fakfak, Papua Barat-Bau Mene (149-164) Doi: 10.24832/nw.v17i2.525 154 penggalian yang telah dilakukan sebelumnya, melainkan membuka kotak ekskavasi baru di area yang belum disentuh pada penel",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,8,"Jejak Hunian Gua Dudumunir di Pulau Arguni, di Wilayah Fakfak, Papua Barat-Bau Mene (149-164) Doi: 10.24832/nw.v17i2.525 156 Pada bagian atap Gua Dudumunir ditemukan batugamping terumbu yang porous, yang tebalnya sekitar 20--50 cm. Di bawah lapis",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,9,"0 4,0 1,5 20 Pebble 13 Kuarsa/kalsit 3,2 1,1 0,7 21 Pebble 13 Kuarsa/kalsit 2,0 1,2 0,7 22 Serpih 13 Rijang (chert) 2,0 1,7 0,6 23 Lump 13 Oker 3,4 2,5 0,7 Sumber: Hasil Penelitian Balai Arkeologi Papua 2018 Alat Serpih Gua Dudumunir Menurut kamus arkeologi dan prasejarah, alat serpih (flake tools) adalah alat yang dibuat dari serpih an batu yang dilepas dari batu inti , baik yang melalui pemangkasan langsung maupun tidak langsung, serta ada yang me",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,10,"Jejak Hunian Gua Dudumunir di Pulau Arguni, di Wilayah Fakfak, Papua Barat-Bau Mene (149-164) Doi: 10.24832/nw.v17i2.525 158 Calon alat ditemukan di spit 12 dan 13 kotak DDM/KT2. Calon alat adalah alat batu yang pengerjaannya belum selesai (Gamba",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,11,"Naditira Widya Vol. 17 No.2 Oktober-Balai Arkeologi Provinsi Kalimantan Selatan p-ISSN: 1410-0932; e-ISSN: 2548-4125 159 Alat tulang yang ditemukan di situs Gua Dudumunir dilihat dari bentuknya mengalami pengerjaan berupa penajaman dan penghalusan. Penajaman dan penghalusan ada yang dilakukan di kedua sisinya, yaitu pada bagian pangkal dan ujung tulang. Akan tetapi, ada pula penajaman ya",Gua Dudumunir,duplicate,
Gua Dudumunir Dalam,,,,,data/google-drive-pdfs/149-164.pdf,11,"mukan dalam kotak U1B1/KT1 kotak 1 di spit 6, spit 9 dan sp it 13. Perhiasan tulang yang ditemukan kemungkinan berasal dari tulang ikan yang dilubangi, sehingga menghasilkan bentuk perhiasan. Tulang Manusia dan Binatang Gua Dudumunir Dalam kotak U1B1/KT1 kotak 1 ditemukan juga tulang manusia , yaitu tulang belakang di spit 2 dan spit 3, tulang selangka di spit 2 dan spit 3, tulang belikat (scapula) di spit 2 dan spit 3, tulang paha (femur) di spit 2, tula",Gua Dudumunir Dalam,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,12,"Jejak Hunian Gua Dudumunir di Pulau Arguni, di Wilayah Fakfak, Papua Barat-Bau Mene (149-164) Doi: 10.24832/nw.v17i2.525 160 capit kepiting yang ditemukan pada waktu ekskavasi, di mana kondisi lingkungan yang terdapat rawa, sehingga memungkinkan",Gua Dudumunir,duplicate,
Gua Dudumunir Sumber,,,,,data/google-drive-pdfs/149-164.pdf,12,"emukan pada waktu ekskavasi, di mana kondisi lingkungan yang terdapat rawa, sehingga memungkinkan adanya habitat kepiting di area tersebut. Sumber: Dok. Balai Arkeologi Papua 2018 Gambar 8 Temuan Tulang Manusia di Situs Gua Dudumunir Sumber: Dok. Balai Arkeologi Papua 2018 Gambar 9 Fragmen Cangkang Moluska yang Mulai Memfosil di Situs Gua Dudumunir Gerabah Gua Dudumunir Fragmen gerabah ditemukan di kotak U1B1KT1 kotak 1 di spit 1, spit 3 dan spit 4 , sedan",Gua Dudumunir Sumber,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,13,"1410-0932; e-ISSN: 2548-4125 161 masyarakat yang menggunakan gerabah tidak mungkin berpindah -pindah dari satu tempat ke tempat lain (Suryati 1998 ). Dari pengamatan yang dilakukan, kemungkinan fragmen gerabah di situs Gua Dudumunir berasal dari bentuk periuk yang digunakan untuk menyimpan makanan dan untuk memasak makanan. Gerabah yang digunakan untuk memasak makanan itu terlihat dari bagian fragmen gerabah tersebut terdapat jejak-jejak habis terb",Gua Dudumunir,duplicate,
Gua Dudumunir Sumber,,,,,data/google-drive-pdfs/149-164.pdf,13,"strategis dan mudah dijangkau dari tempat lain memungkinkan untuk melakukan kontak dengan kawasan-kawasan lain yang berada di sekitarnya. Sumber: Dok. Balai Arkeologi Papua 2018 Gambar 10 Fragmen Cangkang Moluska Situs Gua Dudumunir Sumber: Dok. Balai Arkeologi Papua 2018 Gambar 11 Fragmen Gerabah dari Situs Gua Dudumunir Arang sisa-sisa pembakaran ditemukan di kotak U1B1 /KT1 kotak1 di spit 3, spit 4, spit 5, spit 7, spit 8, spit 9, spit 10, spit 11, spi",Gua Dudumunir Sumber,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,14,"Jejak Hunian Gua Dudumunir di Pulau Arguni, di Wilayah Fakfak, Papua Barat-Bau Mene (149-164) Doi: 10.24832/nw.v17i2.525 162 manusia. Sayangnya analisis pertanggalan mutlak melalui metode radiokarbon C14 terhadap sampel -sampel arang dari hasil e",Gua Dudumunir,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,15,"irasi untuk dijadikan souvenir dan diperjualbelikan. Hal yang tidak kalah pentingnya adalah perlu adanya tindakan upaya pelestarian dari instansi yang berwenang khususnya dari Balai Pelestarian Kebudayaan terhadap Situs Gua Dudumunir untuk menghindari makin banyaknya tindakan vandalisme di situs tersebut . T erdapatnya beberapa bagian lukisan cadas yang rusak dan tidak jelas bentuknya, jika kerusakan itu terus berlanjut , maka dapat dipastikan pengu",Gua Dudumunir,duplicate,
Gua Lawa,,,,,data/google-drive-pdfs/149-164.pdf,15,"nnae 3(1): 37–42. Intan, M. Fadlan. S. 2001. “Perspektif Geologi Ruang -Ruang Di Kompleks Situs Gua Maros.” Wallennae 4(2): 33–45. Jatmiko, and Ruly Fauzi. 2021. “Tipe Hunian Dan Karakteristik Budaya Sampungian Di Situs Gua Lawa, Ponorogo.” Amerta 39(1):1–16. doi: 10.24832/amt.v39i1.1-16. Mas’ud, Zubair. 2013. Ekskavasi Di Gua Karas Kawasan Teluk Arguni Kabupaten Kaimana. Jayapura. Mas’ud, Zubair, and Chiirullia Sri, Mene, Bau, Fairyo Klementin",Gua Lawa,duplicate,
Gua Andarewa,,,,,data/google-drive-pdfs/149-164.pdf,15,". 2004. Religi Pada Masyarakat Prasejarah Di Indonesia . Vol. 1. 1st ed. edited by Bagyo Prasetyo. Jakarta: Kementerian Kebudayaan dan Pariwisata. Setiawan, Adi Dian. 2021. “Teknologi Dan Tipologi Alat Tulang dari Situs Gua Andarewa, Papua.” Purbawidya: Jurnal Penelitian dan Pengembangan Arkeologi 10 (1):17–28. doi: 10.24164/pw.v10i1.353. Setiawan, Adi Dian, Chiirullia Sri, Mene Bau, and Sukandar. 2021. Penelitian Pola Hunian Prasejarah di Wilayah",Gua Andarewa,duplicate,
Gua Dudumunir,,,,,data/google-drive-pdfs/149-164.pdf,16,"Jejak Hunian Gua Dudumunir di Pulau Arguni, di Wilayah Fakfak, Papua Barat-Bau Mene (149-164) Doi: 10.24832/nw.v17i2.525 164 Suryati, Ning. 1998. Tradisi Gerabah Sa Huynh -Kalanay Pada Gerabah Kalumpang, Sulawesi Selatan . Denpasar. Wright, Dunca",Gua Dudumunir,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,1,"N ARKEOLOGI PADA GUA KUYA DI DESA PONDOA KECAMATAN WIWIRANO KABUPATEN KONAWE UTARA PROVINSI SULAWESI TENGGARA Wa Ode Ato, Abdul Alim, Salniwati Jurusan Arkeologi Universitas Halu Oleo waodeato1998@gmail.Com ABSTRACK The Gua Kuya site is a prehistoric site that has various archaeological remains of ancient humans at that time. Based on the problem formulation of this r esearch, they are: (1) What are the archaeological remains found in Kuya Cave",Gua Kuya,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,3,"emudahkan perjalanan. Selama perjalanan dilalui kali mati hingga sampai kebukit lerengan tanah. Jarak tempuh mencapai kurang lebih 200 meter dengan waktu temp uh 10 menit. Berdasarkan survei yang telah dilakukan , Situs Gua Kuya memiliki beragam tinggalan -tinggalan arkeologi yang sangat menarik untuk dikaji lebih lanjut .Adapun tinggalan -tinggalan yang di temukan pada saat survey yaitu tulang, gigi, fragmen gerabah, keramik porcelain, manic-m",Gua Kuya,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,5,"Sangia: Jurnal Penelitian Arkeologi Vol.6 No.1 (30 Juni 2022): 41 - 53 Website:http://journal.fib.uho.ac.id/index.php/sangia ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 45 Gambar 2.1 Denah Gua Kuya (Dibuat Oleh: Ato, 2021) Situs ini berada di seberang jalur provinsi yang memiliki titik koordinat 03 003,50.36’’LS dan 122000’08.54’’ dengan ketinggian 267 Mdpl. Untuk mencapai situs ditempuh dengan berjalan kaki melal",Gua Kuya,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,6,"rkeologi Vol.6 No.1 (30 Juni 2022): 41 - 53 Website:http://journal.fib.uho.ac.id/index.php/sangia ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 46 fragmen gelang dan fragmen molusca. Dari semua framen yang ditemukan di Gua Kuya kondisinya sudah tidak utuh lagi, untuk lebih jelasnya dapat dilihat pada beberapa temuan dibawah ini. 3.2.1 Fragmen Tembikar Gambar 2.2 Fagmen Tembikar di Situs Gua Kuya (Dok: Ato, 2021) Gambar 2.2 di atas, merupakan t",Gua Kuya,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,7,"elitian Arkeologi Vol.6 No.1 (30 Juni 2022): 41 - 53 Website:http://journal.fib.uho.ac.id/index.php/sangia ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 47 3.2.3 Fragmen Keramik Gambar 2.3 Fragmen Keramik II pada Situs Gua Kuya (Dok: Ato, 2021) Gambar 2.3 di atas, merupakan fragmen keramik di lereng situs Gua Kuya. Konsentrasi fragmen keramik terletak pada grid S6B3 terdapat di permukaan tanah lereng Gua Kuya. Kondisi keramik tidak utuh. Pada",Gua Kuya,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,8,"No.1 (30 Juni 2022): 41 - 53 Website:http://journal.fib.uho.ac.id/index.php/sangia ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 48 3.2.5 Fragmen Tengkorak dan Tulang Gambar 2.5 Fragmen Tengkorak dan Tulang pada Situs Gua Kuya (Dok: Ato, 2012) Gambar 2.5 di atas, merupakan fragmen tengkor ak dan tulang yang terdapat di Situs Gua Kuya. Konsentrasi fragmen terdapat pada grid U3T3 di atas permukaan lantai Gua Kuya. Kotak ini berada di dekat dind",Gua Kuya,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,9,"enelitian Arkeologi Vol.6 No.1 (30 Juni 2022): 41 - 53 Website:http://journal.fib.uho.ac.id/index.php/sangia ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 49 3.2.7 Fragmen Gelang Gambar 2.7 Fragmen Gelang II pada Situs Gua Kuya (Dok: Ato, 2021) Gambar 2.7 di atas, merupakan artefak gelang yang terdapat di situs Gua Kuya. Konsentrasi fragmengelangterdapat pada grid U 3B3 di permukaan lantai gua. Kotak U 3B3 ini berada di samping dinding gua. Ko",Gua Kuya,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,10,"Arkeologi Vol.6 No.1 (30 Juni 2022): 41 - 53 Website:http://journal.fib.uho.ac.id/index.php/sangia ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 50 3.2.9 Fragmen Artefak Batu Gambar 2.9 Fragmen Artefak Batu pada Situs Gua Kuya (Dok: Ato, 2021) Gambar 2.9 di atas, merupakan artefak batu yang terdapat di situs Gua Kuya. Konsentrasi artefak batu terdapat pada grid U3B2 di atas permukaan lantai Gua Kuya. Alat batu ini diasumsikan sebagai fragmen",Gua Kuya,duplicate,
Gua Lawa,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,11,"Neanderthal di Eropa. Data tersebut memberikan gambaran tentang cara penguburan serta penyertaan benda -benda bekal kubu rnya. Sedangkan di Indonesia memiliki bukti aktivitas adanya penguburan awal yang berada di Situs Gua Lawa (Jawa Timur). data tersebut berupa temuan rangka manusia yang dikubur dalam posisi terlipat ( flexed position) dengan tangan dibawah dagu atau menutup mata (Bernadeta, 2009: 136). Menurut Soejono dalam pembagian pola pe",Gua Lawa,duplicate,
Gua Tengkorak,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,11,"bagai gua penguburan adalah adanya temuan -temuan yang mengindikasikan sebagai gua penguburan seperti fragmen keramik, fragmen tembikar, te ngkorak, tulang, gigi, dan mani k-manik. Dalam tulisan Budianto Hakim (2011) di Gua Tengkorak 2 (dua) menyebutkan bahwa ditemukan banyak fragmen tembikar, keramik, sedikit pecahan artefak logam serta fragmen tulang -tulang manusia. Menurut keterangan pendudu k, Gua Tengkorak ini dahulu dipakai sebagai tempat pen",Gua Tengkorak,duplicate,
Gua Kuya,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,12,"613-8999 (Print) 52 memakai wadah tempayan gerabah dan keramik keterangan penduduk tersebut didukung oleh temuan permukaan, seperti fragmen tulang manusia. 4 SIMPULAN Berdasarkan penelitian yang penulis lakukan di Situs Gua Kuya, Desa Pondoa, Kecamatan Wiwirano, Kabupaten Konawe Utar a, Provinsi Sulawesi Tenggara. Dapat disimpulkan bahwa Gua Kuya merupakan Situs Prasejarah. Adapun kesimpulan dari penelitian ini dengan permasalahan di atas yaitu",Gua Kuya,duplicate,
Gua Wuru,,,,,data/google-drive-pdfs/1683-Article Text-6076-1-10-20220825.pdf,13,"Sangia: Jurnal Penelitian Arkeologi Vol.6 No.1 (30 Juni 2022): 41 - 53 Website:http://journal.fib.uho.ac.id/index.php/sangia ISSN 2654-3524 (Online) ISSN 2613-8999 (Print) 53 DAFTAR PUSTAKA Alifa. 2015. Gua Wuru : Fungsi Dan Jenis Pemanfaatannya Di Kawasan Prasejarah Gunung Sewu Bagian Barat Wuru Cave : Its Function and Type of Utilization in the Gunungsewu Prehistoric Area. Berkala Arkeologi, 35(April 2015), 1–16. Ariadi, A. P",Gua Wuru,duplicate,
Leang Karassak,,,,,data/google-drive-pdfs/1969SSulawesiExped.pdf,6,"2. The joint Australian–Indonesian archaeological expedition to South Sulawesi in 1969 in context 13 terra australis 48 local men to help with excavation. We dug in Leang Burung 1, Ulu Leang 1 and Leang Karassak, and recovered broken burial earthenware from Ulu Leang 2 and Ulu Wae. We also explored various other sites with deposit and, in many cases, hand stencils and other rock art. Figure 2.1: Dinner at Campagaloe, near Batu",Leang Karassak,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/1969SSulawesiExped.pdf,7,"tterdam; an aide was sent to find a vehicle and the bupati drove us back to Maros in the local ambulance. Someone was deputed to drop me off last of all in the middle of the night—and I had to get up to continue digging Leang Burung in the morning. A few days later, together with T eguh Asmar and Daud Limbungan, the only assistant from Batu Ejayya brave enough to take to the water, I sailed out to Barrang Lompo on a soppe’ for further enquiry about",Leang Burung,duplicate,
Leang Burung,,,,,data/google-drive-pdfs/1969SSulawesiExped.pdf,8,"s van de Verenigde Oost-Indische Compagnie/Comprehensive Atlas of the Dutch United East India Company, III Indische Archipel en Oceanië/Malay Archipelago and Oceania. Voorburg: Asia Maior/Atlas Maior. Glover, I.C. 1981. Leang Burung 2: An upper Palaeolithic rock shelter in South Sulawesi, Indonesia. In G.-J. Bartstra and W .A. Casparie (eds), Quaternary Research in Southeast Asia, pp. 1–38. Modern Quaternary Research in Southeast Asia, Volume 6. Ro",Leang Burung,duplicate,
Liang Bua,,,,,data/google-drive-pdfs/2008-ASJ-Homo-floresiensis.pdf,3,"nneberg and Thorne (2004) as proof that H. floresienis was not a dwarf. The following specimens of fossil hominids were ana- lyzed and digitized: a stereolithographic replica of the skull of Homo floresiensis (LB1) from Liang Bua (Flores), a first- generation cast of H. erectus (Sangiran 17) from Sangiran (Java), a cast of H. habilis (KNM–ER 1813) from Koobi Fora (Kenya) and a cast of A. africanus (Sts 5) from Sterk- fontein (South Africa) (all",Liang Bua,duplicate,
Liang Momer,,,,,data/google-drive-pdfs/2008-ASJ-Homo-floresiensis.pdf,4,"i et al., 1974), while direct gamma-ray spectro- Figure 2. Dorsal view of (A) H. floresiensis (LB1), (B) Microcephalic H. sapiens from Crete (NAMA– Malakari–1962), (C) H. erectus (NNML–Trinil–2), and (D) H. sapiens from Liang Momer (NNML–Momer skull E). All specimens are scaled to the same anteroposterior length.",Liang Momer,duplicate,
Liang Momer,,,,,data/google-drive-pdfs/2008-ASJ-Homo-floresiensis.pdf,6,based on squared Euclidean distances of all specimens used in the principal component analysis. m-NL: microcephalic man from the Netherlands; m-Cr: microcephalic man from Crete; LT: skull from Liang Togé; ML: skull from Liang Momer.,Liang Momer,duplicate,
