SITE_SOURCE_ID;SITE_NAME;LOCALISATION;GEONAME_ID;PROJECTION_SYSTEM;LONGITUDE;LATITUDE;ALTITUDE;CITY_CENTROID;STATE_OF_KNOWLEDGE;OCCUPATION;STARTING_PERIOD;ENDING_PERIOD;MAIN_CHARAC;CHARAC_LVL1;CHARAC_LVL2;CHARAC_LVL3;CHARAC_LVL4;CHARAC_EXP;BIBLIOGRAPHY;COMMENTS;WEB_IMAGES;DUPLICATE_DB_NAME;DUPLICATE_SCORE;DUPLICATE_FLAG
drive-1d5d5165b233;Liang Pu;Nusa Tenggara;;;;;;No;Not documented;Not specified;-2580000;-11700;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.1017/S0959774320000323;"""Description: they are undated, it is likely that they were created at about the same time as the carved faces in Lene Hara. In Lembata Island a large number of engraved faces have recently been found in a limestone overhang known as Liang Pu’ en [119]. Many of these also use cupules to form the eyes and mouths. Indeed some bear a striking resemblance to the dated Lene Hara face, e.g. [119:59, Gambar 5.9 Pahatan Wajah No. 7]. While the author concludes that gs suggest a discrete artistic tradition flourished in Timor-Leste in the terminal Pleistocene. Cambridge Archaeological Journal. 2021; 31(1):129-142. DOI: 10.1017/S0959774320000323 [119] Malonda JE. Pahatan cadas situs Liang Pu’ en Kabupaten Lembata, Nusa Tenggara Timur. [Undergraduate thesis]. Denpasar: Universitas Udayana; 2020 [120] Pargeter J, Faith JT . Lithic miniaturization as adaptive strategy: A case study from Boomplaas Cave, South A | Keywords: Burial site""";;;;
drive-0452763239ef;Makpan Cave;Nusa Tenggara;;4326;124.54609645976277;-8.432262927101167;;No;Excavated;Not specified;-39500;1950;Archaeological Sites;Shell midden / Shell mound / Bukit Kerang / Kjokkenmoddinger;;;;No;https://doi.org/10.1016/j.quaint.2020.10.004;"""Description: Makpan is a large lava tube cave on the southwest coast of Alor that dates first occupation to ~39,500 +/- 500 years ago. The cave entrance faces the ocean and today it is ~386 m from the shoreline and ~37.5 m above current mean sea level. As on the north coast of Timor, the offshore topography in this region drops away steeply to a depth of 100 m, less than 1.8 km off the current shoreline so Makpan would have not been much further from the coast when first occupied ~40,000 years ago. The 2016 excavation produced a remarkably rich assemblage comprised predominately of marine resources, including fish, shellfish and sea urchins. The initial phase of occupation at Makpan from ~40,000 until 22,000 is marked by relatively low-density bone and shell accumulations suggesting that occupation was limited and sporadic early on. Marine fauna dominates the subsistence resources in this level with a focus on urchin exploitation. This was followed by a terminal Pleistocene phase showing an increase in occupation intensity beginning ~14,000 years ago. The densest phase of occupation is marked by the deposition of a dense shell midden and marine fauna during the Pleistocene-Holocene transition beginning ~12,000 years ago. The site appears to have been little used from ~7000 until 3500 years ago when the Neolithic to historic occupation begins. In this upper level marine resource use continues and pottery and domestic animals appear in the assemblage. Makpan contained a remarkably rich assemblage of shellfish hooks and beads dating from ~15,000 years ago. The lithic assemblages included fine and course grade volcanic flakes and cores with a small assemblage of chert and obsidian. Unlike nearby Tron Bon Lei, most of the obsidian artefacts are probably derived from local sources. A number of grindstones were also recovered from Makpan including a basalt muller with a polished surface from the initial occupation phase, and a grindstone from the terminal Pleistocene with red staining, possibly from grinding ochre. Hendri A. F. Kaharudin a,b , Sue O’Connor a ,b , Andreas Kroh c , and Shimona Kealy a ,b a Archaeology and Natural History, College of Asia and the Pacific, Australian National University, Canberra, ACT, Au Fishhooks, Lures, and Sinkers: Intensive Manufacture of Marine Technology from the Terminal Pleistocene at Makpan Cave, Alor Island, Indonesia Michelle C. Langley a,b, Sue O ’Connorc,d, Shimona Kealy c,d , and Mahirta e aAustralian Research Center for Human Evolution, Griffith University, Nathan, QLD, Australia; bForensics & Archaeology | Keywords: Cave""";;;;
drive-0452763239ef;Makpan Cave;Nusa Tenggara;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1016/j.jhevol.2016.04.005 | https://doi.org/10.1016/j.quascirev | https://doi.org/10.1080/15564894.2020.1868631;"""Description: Staple or delicacy: Sea urchin exploitation over the last 40,000 years at Makpan Cave, Alor Island Hendri A. F. Kaharudin a,b , Sue O’Connor a ,b , Andreas Kroh c , and Shimona Kealy a ,b a Archaeology and Natural History, College of Asia and the Pacific, Australian National University, Canberra, ACT, Au Fishhooks, Lures, and Sinkers: Intensive Manufacture of Marine Technology from the Terminal Pleistocene at Makpan Cave, Alor Island, Indonesia Michelle C. Langley a,b, Sue O ’Connorc,d, Shimona Kealy c,d , and Mahirta e aAustralian Research Center for Human Evolution, Griffith University, Nathan, QLD, Australia; bForensics & Archaeology | Keywords: Cave""";;;;
drive-a23a5ab245f4;Pia Hudale Rockshelter;Nusa Tenggara;;;;;;No;Not documented;Not specified;-2580000;-11700;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.1080/15564894.2022.2108947.] | https://doi.org/10.5281/zenodo.3929274 | https://doi.org/10.1016/j.quaint.2016.09.025;Description: ah Mada. Mahirta. (2003). Human Occupation on Rote dan Sawu Islands, Nusa Tenggara Timur . Doctoral dissertation, The Australian National University. Mahirta, Aplin, K., Bulbeck, F. D., Boles, W., & Bellwood, P. (2004). Pia Hudale Rockshelter: A terminal Pleistocene occupation site on Roti Island, Nusa Tenggara Timur, Indonesia. In Modern Quaternary Research in Indonesia 18. Canberra: ANU Research Publications. Mahirta, & Eti, I. (2006). Kronologi Penghunian u Islands, Nusa Tenggara Timur. Ph.D. thesis. Canberra : Australian National Un i- versity. repository.anu.edu.au/handle/1885/11096 Mahirta, K.P. Aplin, D. Bulbeck, WE. Boles and P. Bellwood. 2004. Pia Hudale Rockshelter: A terminal Pleistocene occ u- pation site on Roti Island, Nusa Tenggara Timur, Indonesia. In S.G. Keates and J.M. Pasveer (eds.), Quaternary Research in I n- donesia, pp. 361–394. Modern Quaternary Research in Sout | Keywords: Rockshelter;;;;
drive-7cf4232f888b;Ceruk Sirebi Seiwu;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;;Description: mat Redaksi Balai Arkeologi Jayapura Jl. Isele, Waena, Jayapura 99358 Telp. / Faks : (0967) 572467, 573542 Website : www.arkeologi-papua.com E-mail : balar_jpr@yahoo.co.id Cover Depan: Tengkorak dan tulang Manusia Situs Ceruk Sirebi Seiwu, Kampung Kamarisano, Distrik Wapoga, Kabupaten Waropen, Papua Papua terbit dua kali setahun pada bulan Juni dan November. Papua memuat hasil penelitian maupun kajian konseptual yang berkaitan dengan arkeologi dan kebuda Sonya M. Kawer Pemanfaatan Ceruk Sirebi Seiwu sebagai Tempat Penguburan di Kampung Kamarisano Distrik Wapoga Kabupaten Waropen 121Papua TH. III NO. 2 / November 2011 PEMANFAATAN CERUK SIREBI SEIWU SEBAGAI TEMPAT PENGUBURAN DI KAMPUNG KAMARISANO DISTRIK WAPOGA KABUP;;;;
drive-39723c653bad;Gua Andarewa;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.24164/pw.v10i1.353;Description: PURBAWIDYA: ■ Vol.10, No. 1, Juni 2021: 17-28 24 Gambar 4. Alat Tulang ADR/FF/KT2 spit 6 (Sumber: Dokumen Balai Arkeologi Papua, 2019). Alat tulang pada g ambar 4 ini ditemukan di S itus Gua Andarewa dalam kotak ekskavasi ADR/FF/KT2 spit 6 . Alat tulang dengan ukuran panjang 5,5 cm, diameter 1,6 mm ini termasuk dalam tipe A . Alat tulang yang berfungsi sebagai jarum ini dibentuk dengan teknik pematahan pada kedua uj Teknologi Dan Tipologi Alat Tulang …(Adi Dian Setiawan) 19 Gambar 1. Peta Lokasi Situs Gua Andarewa, Fakfak, Papua (Sumber: Dokumen Balai Arkeologi Papua, 2019). dijumpai di daerah pegunungan ataupun pesisir. Hal ini ditunjukkan dengan banyaknya alat tulang yang digunakan sebagai hiasan d an pelengkap dalam pakaian ad;;;;
drive-34f10bc834fe;Gua Dudumunir;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.24832/nw.v17i2.525;"""Description: novasi Nasional, Kantor Kerja Bersama Jayapura, Jalan Isele Waena Kampung, Jayapura, Papua, 99358, Indonesia; posel: baum001@brin.go.id Diterima 1 Juli 20233 Direvisi 20 Desember 2023 Disetujui 25 Desember 2023 Abstrak. Gua Dudumunir memiliki keunikan, karena keletakannya yang berada tidak jauh dari garis Pantai di Pulau Arguni. Telah beberapa kali dilakukan survei di Gua Dudumunir, tetapi belum dilakukan penelitian arkeologis yang intensif yang ber ul “Prehistori Irian Barat” yang menyebutkan bahwa tinggalan prasejarah di Papua terdiri dari: 1. Artefak Mesolitik seperti misalnya ﬂ akes, scrapper, mata tombak, dan mata panah yang terbuat dari batu yang ditemukan di Gua Dudumunir, Pulau Arguni. Selain perkakas Mesolitik di gua tersebut ditemukan lukisan dinding gua. 2. Artefak Neolitik antara lain kapak persegi, kapak lonjong, pecahan tembikar baik polos maupun berhias ditemukan di Ayambo""";;;;
drive-b9baf07fc7fd;Gua Erfe Hora;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: 123 Gambar 5. Lukisan dinding gua Erfe Hora (Sumber: Balar Papua 2016) Tabel 3. Bentuk gambar non figuratif Gua Erfe Hora (Sumber: Fairyo 2016) Gambar Non Figuratif Warna Jumlah Kondisi Lingkaran garis hitam 3 Utuh dan Aus Abstrak hitam 5 Utuh dan Aus pada dinding gua Erfe Hora sebanyak delapan buah, yang terdiri dari gambar lingkaran gari uah dapat dilihat pada tabel 2. Pada gambar 4 memperlihatkan bahwa teknik pembuatan gambar pada situs ini dilakukan dengan cara garis/ lukis dengan menggunakan tangan. Warna gambar hitam, dan bahan dasar arang. b. Situs Gua Erfe Hora Situs Erfe Hora berada pada koordinat 03°34’55.8” Lintang Selatan dan 140°55’27.4” Gambar 4. Tapak kaki dan tapak tangan (Sumber: Balar Papua 2016) Tabel 1. Bentuk gambar Figuratif Tebing Isisuk (Sumber: Fairyo 2016) Ga;;;;
drive-a68b2e5be7ec;Gua Karas;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: Hari Suroto Hunian Prasejarah Gua Karas Kaimana 15 Papua TH. IV NO. 2 / November 2012 HUNIAN PRASEJARAH GUA KARAS KAIMANA Hari Suroto (Balai Arkeologi Jayapura) Abstract Excavations conducted at the site Gua Karas managed to open three boxes in sector I, the Hari Suroto Hunian Prasejarah Gua Karas Kaimana 16 Papua TH. IV NO. 2 / November 2012 dan mengeksploitasi alam daripada masa sebelumnya yang masih mengembara. Hal ini terlihat dalam pola hidup mereka untuk bertempat tinggal menetap dengan memanfaatkan gua (ca | Keywords: Excavated site;;;;
drive-e131eb62fe07;Gua Karas Kaimana;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: Hari Suroto Hunian Prasejarah Gua Karas Kaimana 25 Papua TH. IV NO. 2 / November 2012 Kumpulan Makalah Pertemuan Ilmiah Arkeologi Ke-IX Kediri, 23-28 Juli 2002. Jakarta: Ikatan Ahli Arkeologi Indonesia. Hlm. 95-112. Pasveer, Juliette M. 1998. “Kria Cave: An 8000-year Hari Suroto Hunian Prasejarah Gua Karas Kaimana 15 Papua TH. IV NO. 2 / November 2012 HUNIAN PRASEJARAH GUA KARAS KAIMANA Hari Suroto (Balai Arkeologi Jayapura) Abstract Excavations conducted at the site Gua Karas managed to open three boxes in sector I, the box GKQI | Keywords: Cave;;;;
drive-6987cee3585a;Gua Sosoraweru;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Settlement / Habitation / Permukiman / Kampung;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: ejak dari budaya Austronesia, antara lain seni cadas ( rock art )pada dinding-dinding tebing maupun di dinding gua (Tim Peneliti, 2009). Selain itu, temuan-temuan fragmen gerabah di situs Gua Sabiberau Kampung Andamata, Gua Sosoraweru di Kampung Forir, Gua Ondarewa dan Gua Tig-Tig di Kampung Goras (Awe, 1996). Diperkirakan gerabah mulai dikenal di Papua setelah adanya kontak dengan penutur Austronesia (Suroto, 2010 : 42). Wilayah Kabupaten Fakfak mem ile (0967) 572467, e-mail: schiirullia@yahoo.com INFO ARTIKEL Histori artikel: Diterima 4 Februari 2015 Direvisi 20 April 2015 Disetujui 4 Mei 2015 Keywords: Austronesian, Sosoraweru Cave, Forir Kata kunci: Austronesia, Gua Sosoraweru, Forir Abstract Research on Sosoraweru cave site and Kampung Forir site, shows a number of issues Austronesian context. There are two issue to be discussed in this article, namely: (1) Traces of Austronesian sp | Keywords: Megalithic site;;;;
drive-d4f73fa12b33;Gua Toe;Papua;;;;;;No;Literature;Not specified;;;Archaeological Sites;Open-air site;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;"""Description: cal research to fill in the geographic gaps. While a number of open sites, caves, and rock art have been reported from Papua (Fairyo 2010, 2016; Suroto 2012 ), to date, only two cave sites have produced dating records ( Gua Toe’, Table 1:98 and Gua Kria , Table 1:99; Pasveer 2004). This situation highlights another factor affecting the distribution of dating efforts across Indonesia —international research co l- laboration. International colla 2009 was limited to calibrations of ages of less than 26 ka (Reimer et al . 2004, 2009) . For example, Pa s- veer (2004) reported 26,000 years of rainforest exploitation in Papua based on the raw date she obtained from Gua Toe’ (Table 1:98). She cali- brated the majority of her samples but was un- able calibrate the oldest two (OZF -847: 23,140±150 and OZG-063: 25,940±180 ; Pa s- veer 2004:69) . Our current calibrated date (30,739–29,948 cal | Keywords: Rock art site""";;;;
drive-d54a30c4dc3b;Gua Yadumblu;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: isan gua umumnya ditemukan di Provinsi Papua, khususnya di wilayah Distrik Yafi (Gua Pinfe lu), wilayah Lembah Baliem (Desa Abulopak dan Desa Lokoparek), dan wilayah Distrik Keerom dekat perbatasan dengan Papua Neugini (Gua Yadumblu). Lukisan gua yang khas dibuat dengan warna merah dan hitam menggambarkan binatang (motif kadal dan kura -kura), tifa, tapak kaki manusia, topeng, matahari, bentuk geometris dan abstrak (Permana ed., 2015). Foto 6: Luki , cap tangan, geometris, dan gambar abstrak. Gambar manusia yang ditemukan memiliki berbagai motif, misalnya menggambarkan sikap berdiri (misalnya Gua Tambun/Perak, Gua Niah/Sarawak, Gua Metanduno/Sulawesi Tenggara, dan Gua Yadumblu/Papua), berlari (misalnya Gua Tambun/Perak serta Gua Kobori dan Gua Metanduno/Sulawesi Tenggara), dan menari (misalnya Gua Tambun/Perak, Gua Batu Cincin/Kelantan, dan Gua Metanduno/Sulawesi Tenggara), atau adegan p;;;;
drive-62353c4dd45e;Gua Yakumbru;Papua;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: 125 Tabel 7. Bentuk gambar Non Figuratif Gua Yakumbru (Sumber: Fairyo 2016) Gambar Non Figuratif Warna Jumlah Kondisi Lingkaran garis ( pembagian) Hitam 1 Utuh Gambar 7. Lukisan dinding gua Yakumbru (Dok. Balar Papua 2016) e. Situs Yahoto Situs Yahoto berada pada koordinat pada tabel 5, gambar non figuratif berjumlah 41 buah, terdiri dari gambar lingkaran, garis- garis, matahari, spiral, dan abstrak. Beberapa contoh gambar figuratif dan non figuratif dapat dilihat pada gambar 6. d. Situs Gua Yakumbru Gua Yakumbru berada pada koordinat 03°34’48.4” Lintang Selatan dan 140°55’37.0” Bujur Timur. Gua ini disebut juga dengan nama Bandi. Jarak antara Gua Erfe Hora dan Gua Yakumbru adalah 315 meter. Gua ini memiliki ciri fi;;;;
drive-7a2fc91f4ca0;Kria Cave;Papua;;;;;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1080/15564894.2020.1868631 | https://doi.org/10.1088/1742-6596/1341/3/032047 | https://doi.org/10.1088/1742-6596/1341/3/032047;"""Description: ramic layers possibly dated to after 7 ka ( Bellwood, 1976 ). In North Maluku, located next to Sulawesi, Golo Cave on Gebe Island produced a total of 78 bone artefacts, mainly bipoints, dating to between 7.9 and 3.2 ka. Kria Cave on the Cendrawasih Peninsula in New Guinea also yielded a larger bone tool assemblage (n = 92) consisting predominantly of bipoints that date to 7.6 – 4.8 ka ( Pasveer, 2004 ). The Golo and Kria bipoints were made from jarah Gua Karas Kaimana 25 Papua TH. IV NO. 2 / November 2012 Kumpulan Makalah Pertemuan Ilmiah Arkeologi Ke-IX Kediri, 23-28 Juli 2002. Jakarta: Ikatan Ahli Arkeologi Indonesia. Hlm. 95-112. Pasveer, Juliette M. 1998. “Kria Cave: An 8000-year Occupation Sequence from the Bird’s Head of Irian Jaya” dalam Gert-Jan Bartstra (ed.), Bird’ s Head Approaches; Irian Jaya Studies; A Programme for Interdisciplinary Research . Rotterdam/ Brookfield: Balke | Keywords: Cave""";;;;
drive-74e6c8c56acd;Mololo Cave;Papua;;4326;130.918;0.306;;No;Not documented;Not specified;-2580000;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1371/journal.pone.0289513;Description: Locality Mololo Cave General Information (locality first entered on 21st January, 2025) Name: Mololo Cave Synonyms: No synonyms available Country: Indonesia Region: New Guinea [Irian] Coordinates: 0.306 N, 130.918 E Type: collapsed cave Sum Gaffney and colleagues 2023 37 Some pottery at Mololo Cave, dating to sometime between 3000–2000 years ago, shows similarities with ceramic designs from archaeological sites around northern Maluku. These include red ‘fingernail incised’ pots known from Kayoa Island near Halmahe | Keywords: Cave;;;;
drive-dc61545ef322;Gua Batu;South Kalimantan;;;;;;No;Not documented;Not specified;-11700;1950;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518;Description: 181 Gua Batu: Hunian Prasejarah di Pegunungan Meratus, Kalimantan Selatan (Nia Marniati Etie Fajari, Muhammad Wishnu Wibisono) Penelitian arkeologi di Kabupaten Kotabaru berhasil menemukan indikasi aktivitas manusia pada beberapa gu 183 Gua Batu: Hunian Prasejarah di Pegunungan Meratus, Kalimantan Selatan (Nia Marniati Etie Fajari, Muhammad Wishnu Wibisono) menjawab permasalahan yang sudah diajukan. Pengumpulan data dilakukan dengan survei gua untuk mengetahui | Keywords: Cave;;;;
drive-b75da42d695a;Gua Hunian;South Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: asan Karst di Desa Dukuhrejo, Kecamatan Mantewe, Kabupaten T anah Bumbu, Kalimantan Selatan, Laporan Penelitian Arkeologi. Banjarbaru, Balai Arkeologi Kalimantan Selatan. --------- (2015) Penelitian Survei dan Ekskavasi Gua Hunian pada Bukit Lancip dan sekitarnya, Desa Dukuhrejo, Kecamatan Mantewe, Kabupaten T anah Bumbu, Kalimantan Selatan. Laporan Penelitian Arkeologi . Banjarbaru, Balai Arkeologi Kalimantan Selatan. Belum diterbitkan. Bambang rabah, fragmen keramik proselen, fragmen keramik stoneware, fragmen gigi, fragmen manik -manik, fragmen mollusca, fragmen tulang, dan fragmen tengkorak. Hasil penelitian tersebut dapat disimpulkan sebagai berikut. 3.3.1 Gua Hunian Pemukiman atau hunian merupakan salah satu kunci untuk mengetahui relasi antara manusia dan ruang. Hunian pada masa ini sangat berlangsung pada faktor lingkungan, karena cenderung melakukan strategi subsistensinya pada | Keywords: Karst;;;;
drive-6aa506e8578a;Gua Liang Bangkai;South Kalimantan;;;;;;No;Excavated;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.1016/j.jhevol.2006.08.011;Description: sist of flake tools, flakes, scraper, corse stone, arrowheads and chopper. The following is a description of the distribution of lithic tools in each residential cave are. a) Distribution of lithik tools at the Sites of Gua Liang Bangkai 1 Based on the research of the Archaeological Center of South Kalimantan in 2010 and 2012, namely the excavation box No. C.20, the distribution of lithik tools in the form of flakes, flakes tools, core stones in a very food and ways to process food resources. Based on the analysis of morphological characteristics of Gua Liang Bangkai 1, Gua Liang Bangkai10, Gua Liang Batu Ukir, Ceruk Liang Susu 1 and Gua Liang Jago , it is known that the selection of residential caves is based on the intensity of sunlight into t he cave room. This factor has caused | Keywords: Cave;;;;
drive-1ca1a598db9b;Gua Liang Jago;South Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Rockshelter / Rock shelter / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.1016/j.jhevol.2006.08.011;Description: of Gua Liang Batu Ukir . For the clarity and accuracy of the distribution of lithik tools, the need for further research activities at the Sites of Ceruk Liang Susu 1 [3]. e) Distribution of lithik tools on the Sites of Gua Liang Jago Based on the excavation research box of the research team at the Archaeological Center of South Kalimantan in the year 2017, it is known that the distribution of lithik tools on this site is dominated by flake, flake to food and ways to process food resources. Based on the analysis of morphological characteristics of Gua Liang Bangkai 1, Gua Liang Bangkai10, Gua Liang Batu Ukir, Ceruk Liang Susu 1 and Gua Liang Jago , it is known that the selection of residential caves is based on the intensity of sunlight into t he cave room. This factor has caused the cave room to be dry and not moist. In addition, the factor of air fentilation, | Keywords: Cave;;;;
drive-d8dbf467f2f3;Gua Niah Serawak;South Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Burial / Cemetery / Kubur / Makam;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: nan besar pada masa- masa awal membudidayakan padi mereka hanya menguliti pohon dan menunggu pohon tersebut menjadi kering dan mati. Mereka tidak menebang karena terbatasnya peralatan yang dimiliki. Penelitan terbaru di Gua Niah Serawak diperoleh data pertanggalan mengenai domestikasi padi sudah berlangung lebih tua dari 4000 BP. Pertanian Padi di Lahan Bawah Krayan Dok. Balai Arkeologi Kalimantan Selatan 30 31 uburan dengan tempayan berkembang baik di Asia Daratan maupun di Asia kepulauan pada masa akhir Paleolitik sampai pada masa kemahiran seni tuang perunggu besi. Menurut Bellwood, tradisi kubur tempayan yang berkembang di Gua Niah Serawak diperkirakan berasal dari sekitar 1500 BC. Kubur tempayan di Thailand di duga berasal dari awal Masehi (Belwood, 2000: 350). Hal ini sebagai perbandingan bahwa kubur tempayan juga berkembang di luar Indonesia khususnya;;;;
drive-fd67e43f33fa;Gua Sugung;South Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.30883/jba.v41i2.855 | https://doi.org/10.24164/pnk.v2i1.21;Description: B. (2015). Potensi Arkeologi Prasejarah Kabupaten Tanah Bumbu dan Ancaman yang Dihadapinya. Naditira Widya, 9(1), hlm. 1–14. Sugiyanto, B., Cahyaningtyas, Y. N., Sulistyo, R. B., & Sundoko. (2015). Penelitian Prasejarah Gua Sugung, Desa Mantewe, Kecamatan Mantewe, Kabupaten Tanah Bumbu, Kalimantan Selatan. Banjarbaru. Sugiyanto, B., & Jatmiko. (2014). Ekskavasi dan Eksplorasi Si tus-situs Hunian Prasejarah di Kawasan Karst Mantewe, Kabupaten Tana aten Tanah Bum -bu, Kalimantan Selatan. Berita Penelitian Arkeologi No.7. Balai Arkeologi Banjarmasin, Banjarbaru, pp. 1-56 (2014). [9] Sugiyanto, Bambang, Yuka Nur -tanti, Restu Budi Sulistyo. Penelitian Ekskvasi Situs Gua Sugung, Desa Mantewe, Kecamatan Mantewe, Kabupaten 98 B. Sugiyanto | Keywords: Karst;;;;
drive-ceaa19dc1abf;Liang Bangkai;South Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.1016/j.jhevol.2006.08.011 | https://doi.org/10.1080/15564894.2022.2108947.] | https://doi.org/10.5281/zenodo.3929274;Description: Figure 1. The condition of the Liang Bangkai 1 site can be seen from a far (Balai Arkeologi Kalimantan Selatan Dokumenta-tion, 2015) This information encourages the de -velopment of prehistoric archaeologi -cal research, especially in other karst areas around the only visible after the research team really carefully observed the cave walls and was assisted by quite sophis -ticated image analysis technology (In-ventory Team, 2019) (see fig. 7). Figure 7. Handprint rock art at the Liang Bangkai 10 site (BPCB East Kalimantan 2019) The finding of this handprint is the first handprint found, especially in the South Kalimantan region. And the presence of this handprint seems to be a certain sign that is closely re | Keywords: Rock art site;;;;
drive-00235935a208;Liang Batu Ukir;South Kalimantan;;;;;;No;Not documented;Not specified;;;Archaeological Sites;Cave / Gua / Liang / Ceruk;;;;No;https://doi.org/10.30883/jba.v40i2.518 | https://doi.org/10.30883/jba.v30i1.385 | https://doi.org/10.1016/j.jhevol.2006.08.011 | https://doi.org/10.1080/15564894.2022.2108947.] | https://doi.org/10.5281/zenodo.3929274;"""Description: rea """"Bukit Bangkai """" is one of the karts in the Meratus Mountains in the Mentewe region, Tanah Bumbu, South Kalimantan. The karst area """"Bukit Bangkai """" consists of several karst hill clusters namely Bukit Liang Bangkai, Liang Batu Ukir, Liang Susu, and Bukit Liang Jago [1]. In this paper we discuss the socio-economic life of the karst cave dwellers at the level of mesolithic culture around 6,000 years ago. The paradigm used to reconstruct the socio -e c) Distribution of lithik tools at the Sites of Gua Liang Batu Ukir . Based on surface surveys in sector 3, Gua Liang Batu Ukirfound the distribution of lithik tools such a s flakes, flakes tools, point tools, and core stones [3]. The morphological features of flake tools are the same a | Keywords: Cave""";;;;
