site_name,latitude,longitude,coordinate_text,coordinate_system,source_file,page,evidence_snippet,rejection_reason
New Sites,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,97,"Nouvelle- Calédonie), de décembre 1959 à février 1960. Etudes Mélanésiennes 14-17: 11-23. GREEN, R.C. 1973. Lapita pottery and the Origins of Polynesian Culture. Australian Natural History 17: 332-337. GREEN, R.C. 1978. New Sites with Lapita Pottery and their Implications for an Understandin g of the Settlement of the Western Pacific . Working Papers in Anthropology, Archaeology, Linguistics and Maori Studies 51. Auckland : Department of Anthrop",bad_keyword
The Lapita Cultural Complex,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,97,"Studies 51. Auckland : Department of Anthropology, University of Auckland. GREEN, R.C. 1979. Lapita. J.D. Jennings (ed.), The Prehistory of Poly nesia, pp. 27- 60. Cambridge: Harvard University Press. GREEN, R.C. 1991. The Lapita Cultural Complex: current evidence and proposed models. P. Bellwood (ed.), Indo- Pacific Prehistory 1990 (vol.2) , pp. 295- 305. Canberra: Indo- Pacific Prehistory Bulletin 11. GREEN, R.C. 2003. The Lapita horizon and traditions – Signa",bad_keyword
Two Decorated Lapita Sites,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,97,"at Kainapirina (SAC) Watom Island, Papua New Guinea. New Zealand Journal of Archaeology 20 (1998) : 29-94. GREEN, R.C. and M. JONES, 2008. The Absolute Age of SE -RF-6 (Ngamanie) and its Relation to RE-RF-2 (Nenumbo) : Two Decorated Lapita Sites in the Southeast Solomon Islands. New Zealand Journal of Archaeology 29 (2007): 5-18. HEDRICK, J. nd. Archaeologi cal investigations in Malo Island. Lapita settlement strategy in the northern New Hebrides. Manuscrit non",bad_keyword
Lapita Cultural Complex,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,98,"gy of Lapita ware in New Caledonia. Antiquity 71(273) : 539-547. SAND, C. 1998. Recent Archaeological Research in the Loyalty Islands of New Caledonia. Asian Perspectives 37(2): 194-223. SAND, C. 2001. Evolutions in the Lapita Cultural Complex : a view from the Southern Lapita Province. Archaeology in Oceania 36: 65-76. SAND, C. 2007. The eastern frontier: Lapita ceramics in the Fiji -West Polynesia region. S. Chiu et C. Sand (eds), From Southeast Asia to the",bad_keyword
Lapita Cultural Complex,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,99,"ll islands in the big picture : the formative period of Lapita in the Bismarck Archipelago. S. Chiu et C. Sand (eds), From Southeast Asia to the Pacific. Archaeological Persepctives on the Austronesian Expansion and the Lapita Cultural Complex , pp. 51- 70. Taipei : Centre for Archaeological Studies, Academia Sinica. SPECHT, J. and C. GOSDEN, 1997. Dating Lapita pottery in the Bismarck Archipelago, Papua New Guinea. Asian Perspectives 36, pp. 175-199. SPRIGGS",bad_keyword
Country Name Site,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,114,Micronesia 108 Table 2. The oldest prehistoric sites in Western Micronesia: A preliminary list based on ceramic assemblages and radiocarbon dates. Country Name Site Reference 1Palau Ulong Inland coastal flat Clark 2005 1Palau Chelechol ra Orrak Burial cave Fitzpatrick 2003 Palau Chomedokl Burial cave Berger et al. 2008 1Yap Rungruw Inland coastal flat Intoh and Leach 1985 Yap Pemra,bad_keyword
The Historic Sites,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,136,"f objects of antiquity under federal control. Uniform regulations for implementing the Antiquities Act are found in United States Code of Federal Regulations at 43 CFR Part 3. Historic Sites Act of 1935, 16 USC 461- 467 The Historic Sites Act of 1935 allows for the designation of national historical sites and landmarks and encourages interagency efforts to preserve historic resources. It also establishes fines for violations of the act. The act gives the",bad_keyword
Lapita Cultural Complex,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,142,"ithic and Austronesian expansion within Island Southeast Asia and int o the Pacific. In: Chiu, S. and Sand, C. (eds), From Southeast Asia to the Pacific. Archaeological perspectives on the Austronesian expansion and the Lapita Cultural Complex , pp. 104-125. Centre for Archaeological Studies, Academia Sinica, Taipei. Steadman, D.W. 2006. Extinction and biogeography of tropical Pacific birds . University of Chicago Press, Chicago and London. Takayama, J. and M",bad_keyword
Related World Heritage Sites,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,145,"East Polynesia Table of Contents Introduction 143 Existing, Proposed and Related World Heritage Sites 143 The Aims of this Chapter 145 Environmental Context of Early Human Expansion and Innovation 147 Early Human Expansion 150 The Timing of Discovery and Colonisation 150 Origins and Dispersals 152 Early Site Locations a",bad_keyword
Related World Heritage Sites,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,149,"East Polynesia 143 Introduction Existing, Proposed and Related World Heritage Sites Encompassing around 22 million km 2 of open sea, East Polynesia is a vast region stretching north- south from Hawaii an Islands to New Zealand and its outliers , and west -east from New Zealand to Rapa Nui (Figure 1). I",bad_keyword
Early East Polynesian Sites,,,,,data/google-drive-pdfs/218572772-Early-Human-Expansion-and-Innovation-in-the-Pacific.pdf,186,"distinctive burial goods Sutton 1980, 1982 Chatham Is Kaingaroa open site? adaptation to cool temperate climate Sutton 1980, 1982 Pitt Is Waipaua not known adaptation to cool temperate climate Sutton 1980, 1982 Table 2. Early East Polynesian Sites (see text for details on site inclusion)",bad_keyword
Painted Rock Art Sites,,,,,data/google-drive-pdfs/594-Article Text-1601-1-10-20220304.pdf,14,"an Batu Karang di Indonesia: Suatu Evaluasi Hasil Penelitian . Jakarta: Lembaga Penelitian Universitas Indonesia. Arifin, K., & Delanghe, P. (2004). Rock art in West Papua . Paris: UNESCO Publishing. Ballard, C. (1992). Painted Rock Art Sites in Western Melanesia: Location evidence for an ‘Austronesian’ tradition. In J. McDonald & I. Haskovec (Eds.), State of the art: Regional rock art studies in Australia and Melanesia (pp. 94 –106). Melbourne: Australian R",bad_keyword
,20.501000,10.888000,20.501; 10.888,decimal_pair,data/google-drive-pdfs/7. Jurnal Papua Vol 4 No 2 Nov 2012.pdf,60,"2012: 74-75). Diketahui bahwa mencari keuntungan ekonomi merupakan alasan utama bagi orang-orang Arab, khususnya komunitas Hadramaut2 bermigrasi ke Nusantara. Dari sensus 1885, jumlah imigran Arab di Nusantara mencapai 20.501; 10.888 bermukim di Jawa dan Madura, sementara sisanya, 9.613 tinggal di pulau-pulau di luar Jawa (Burhanudin, 2012: 101-102). Tidak mustahil, beberapa orang diantara dapat mencapai pulau-pulau di ujung timur, sampai daratan pa",empty
Early Holocene Hunter- Gatherer Sites,,,,,data/google-drive-pdfs/88724-2.pdf,20,"cave, northern Vietnam: Implications for the biological affinities of Hoabinhian people. Anthropological Science. 2008; 116 (3):201-217 [50] Matsumura H, Hung H, Zhen L, Shinoda K, et al. Bio-Anthropological Studies of Early Holocene Hunter- Gatherer Sites at Huiyaotian and Liyupo in Guangxi, China. Japan: National Museum of Nature and Science Tokyo; 2017 [51] Zhu S, Li F, Chen X, Fu X, Hu Y . Subsistence and health in middle Neolithic (9000-7000 BP) southern China: New e",bad_keyword
Mindoro Archaeological Sites,,,,,data/google-drive-pdfs/88744-3.pdf,28,"DOI: 10.1016/j. jhevol.2013.12.002 [80] Boulanger C, Pawlik A, O’Connor S, Sémah A-M, Reyes MC, Ingicco T . The exploitation of toxic fish from the Terminal Pleistocene in Maritime Southeast Asia: A case study from the Mindoro Archaeological Sites, Philippines. Animals. 2023; 13(13):2113. DOI: 10.3390/ani13132113 [81] Szabó K, Brumm A, Bellwood P . Shell artefact production at 32,000-28,000 BP in Island Southeast Asia: thinking across media? Current Anthropology.",bad_keyword
Managing Rock Art Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",7,y Woolagoodja Part IX Rock Art Management and Interpretation 489 28 Rock Art and the UNESCO World Heritage List 491 Nuria Sanz 29 Safeguarding a Fragile Legacy: Managing uKhahlamba-Drakensberg Rock Art 515 Aron Mazel 30 Managing Rock Art Sites 532 Valerie Magar,bad_keyword
Aboriginal Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",22,"xxii CONTRIBUTORS Robert G. Gunn is an Aboriginal Sites Consultant specializing in the recording and management of Australian Aboriginal rock art. He has over 30 years ’ experience in the ﬁ eld, and recently held the inaugural George Chaloupka Fellowship with the Museums and",bad_keyword
Drakensberg Park World Heritage Site,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",46,"Plate 21 Namarali at Karndirrim rock - shelter repainted by Donny Woolagoodja in April 2002 (photo: Sahyma Lachman; held by Donny Woolagoodja). Plate 22 Large painted panel at Game Pass Shelter 1, uKhahlamba - Drakensberg Park World Heritage Site (scale in cm).",bad_keyword
Gatherer Aggregation Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",114,"VARIATION IN EARLY PAINTINGS AND ENGRAVINGS 6 5 Conkey , M.W. , 1980b The Identiﬁ cation of Prehistoric Hunter - Gatherer Aggregation Sites: The Case of Altamira . Current Anthropology 21 ( 5 ): 609 – 630 . Conkey , M.W. , 1989 The Structural Analysis of Paleolithic Art . In Archaeological Thought in America . C.C. Lamberg - Karlovsky , ed. Pp. 135 – 154 .",bad_keyword
Ceremonial Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",135,"chaeology . B. David and J. Thomas , eds. Pp. 149 – 157 . Walnut Creek : Left Coast Press . McNiven , I.J. , David , B. , Goemulgau Kod , and Fitzpatrick , J. , 2009 The Great Kod of Pulu: Mutual Historical Emergence of Ceremonial Sites and Social Groups in Torres Strait, NE Australia . Cambridge Archaeological Journal 19 ( 3 ): 291 – 317 .",bad_keyword
Gatherer Aggregation Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",148,"Press . Berndt , R.M. , 1972 The Walmadjeri and Gugadja . In Hunters and Gatherers Today . M.G. Bicchieri , ed. Pp. 177 – 226 . New York : Holt, Rinehart and Winston . Conkey , M.W. , 1980 The Identiﬁ cation of Hunter - Gatherer Aggregation Sites: The Case of Altamira . Current Anthropology 21 ( 5 ): 609 – 630 . David , B. , and Cole , N. , 1990 Rock Art and Inter - regional Interaction in Northeast Austral- ian Prehistory . Antiquity 64 : 788 – 806 . Franklin ,",bad_keyword
Kanak Cultural Complex,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",218,"logy is demonstrated in the same cave by the presence of a negative stencil of a shell - ring arm band circle, directly dated from the turn of the second millennium AD , during the development phase of the “ traditional Kanak Cultural Complex. ” Interestingly, this motif is still known in Lifou to signal the presence of water close by (Sand et al. 2006 ). Although this site is the only one dated so far, a great number of other stencils, especially hand - ste",bad_keyword
Painted Rock Art Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",223,"de la Soci é t é des Oc é anistes 5 : 15 – 50 . Ballard , C. , 1988 Dudumahan, a Rock Art Site on Kai Kecil, South East Moluccas . Bulletin of the Indo Paciﬁ c Prehistory Association 8 : 139 – 161 . Ballard , C. , 1992 Painted Rock Art Sites in Western Melanesia: Locational Evidence for an “ Austronesian ” Painting Tradition . In State of the Art: Regional Rock Art Studies in Australia and Melanesia . J. McDonald and I.P. Haskovec , eds. Pp. 94 – 106 . Occa",bad_keyword
UNESCO World Heritage Site,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",226,"sed to illustrate the diversity of the subcontinent ’ s rock art and its relationship to landscape, archaeologically attested activities, and sensory experience. India boasts world - renowned rock art sites, such as the UNESCO World Heritage Site of Bhimbetka, and concentrations of rock art in India are likened to those in areas such as southern Africa and Australia. While interest in the rock art of the subcontinent has as long a history as in Europe, there rem",bad_keyword
Ritual Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",259,": E.J. Brill . Lewis - Williams , J.D. , 1998 “ Quanto? ” The Issue of “ Many Meanings ” in Southern African San Rock Art Research . Southern African Archaeological Bulletin 53 : 86 – 97 . Marucci , G. , 1999 Women ’ s Ritual Sites in the Interior of British Columbia: An Archaeologi- cal Model . In From the Ground Up: Beyond Gender Theory in Archaeology. Proceedings of the Fifth Gender and Archaeology Conference, University of Wisconsin - Milwauke",bad_keyword
Gatherer Aggregation Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",279,"d Subsistence and Dating . C.L. Redman , M.J. Berman , E.V. Curtvin , W.T. Langhorne , N.M. Vergassi , and J.C. Wauser , eds. Pp. 61 – 85 . New York : Academic Press . Conkey , M.W. , 1980 The Identiﬁ cation of Hunter - Gatherer Aggregation Sites: The Case of Altamira . Current Anthropology 21 ( 5 ): 609 – 630 . Conkey , M.W. , 1987 Interpretative Problems in Hunter - Gatherer Regional Studies: Some Thoughts on the European Upper Palaeolithic . In The Pleistocen",bad_keyword
World Heritage Rock Art Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",279,"Engendering Archaeology: Women and Prehistory . M.W. Conkey and J. Gero , eds. Pp. 57 – 92 . Oxford : Blackwell . Deacon , J. , and Mazel , A. , 2010 uKhahlamba Drakensberg and Mapungubwe: Contrasts in South Africa ’ s World Heritage Rock Art Sites . Adoranten 5 – 23 . Dowson , T.A. , 2001 Queer Theory and Feminist Theory: Towards a Sociology of Sexual Politics in Rock Art Research . In Theoretical Perspectives on Rock Art Research. ACRA: Alta Conference on Rock A",bad_keyword
Shelter Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",280,"cDonald , J.J. , 1992 The Great Mackerel Rockshelter Excavation: Women in the Archaeo- logical Record? Australian Archaeology 35 : 32 – 50 . McDonald , J.J. , 1995 Looking for a Woman ’ s Touch: Indications of Gender in Shelter Sites in the Sydney Basin . In Gendered Archaeology: The Second Australian Women in Archaeol- ogy Conference . J. Balme and W. Beck , eds. Pp. 92 – 96 . Canberra : ANH Publications, RSPAS, Australian National University . McD",bad_keyword
Associated Aboriginal Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",281,"akes Style Change . In State of the Art: Regional Rock Art Studies in Australia and Melanesia . J.J. McDonald and I. Hasko- vec , eds. Pp. 6 – 14 . Melbourne : AURA Publication No. 6 . Palmer , K. , 1975 Petroglyphs and Associated Aboriginal Sites in the North - west of Western Australia . Archaeology and Physical Anthropology in Oceania 10 ( 2 ): 152 – 160 . Palmer , K. , 1977 Myth, Ritual and Rock Art . Archaeology and Physical Anthropology in Oceania. 12 ( 1 )",bad_keyword
Art Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",380,"e : Cambridge University Press . Arsenault , D. , 2004b From Natural Settings to Spiritual Places in the Algonkian Sacred Landscape: An Archaeological, Ethnohistorical and Ethnographic Analysis of Canadian Shield Rock - Art Sites . In The Figured Landscapes of Rock - Art: Looking at Pictures in Place . C. Chippindale and G. Nash , eds. Pp. 289 – 317 . Cambridge : Cambridge University Press . Boyd , C.E. , 1998 Pictographic Evidence of Peyotism i",bad_keyword
TIME CHRONOLOGY SITES CHARACTERISTICS ROCK ART Sites,,,,,"data/google-drive-pdfs/A Companion to Rock Art (Jo McDonald, Peter Veth) (z-lib.org).pdf",391,"Table 20.1 Chronology and rock art characteristics of sites in Quebrada de Humahuaca TIME CHRONOLOGY SITES CHARACTERISTICS ROCK ART Sites Characteristics PLEISTOCENE /HOLOCENE SHIFT ca.11,000 – 9,000 BP ca.9,050 – 7,050 BC Inca Cueva 4 (Garc í a 1997 ) Huachichocana III (Fern á ndez Distel 1986 ) Pintoscayoc 1 (Hern á ndez Llosas 2005 ) First human presen",bad_keyword
